GlobalId,IfcClass,Name,Tag
3Xrq1Ptmj3PvyFm$JMrtsA,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:609066,609066
3Xrq1Ptmj3PvyFm$JMrtsI,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:609074,609074
2APLVywBjFiBdr7tJLzvlf,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:610181,610181
2APLVywBjFiBdr7tJLzvlX,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:610189,610189
2APLVywBjFiBdr7tJLzvlv,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:610197,610197
2APLVywBjFiBdr7tJLzvln,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:610205,610205
2APLVywBjFiBdr7tJLzvl9,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:610213,610213
1G$vhmQXn2Jvv399dvK$5L,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:611940,611940
1G$vhmQXn2Jvv399dvK$5S,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:611949,611949
1G$vhmQXn2Jvv399dvK$54,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:611957,611957
270CRfYljClP3lAwmpBQik,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:613137,613137
270CRfYljClP3lAwmpBQib,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:613146,613146
270CRfYljClP3lAwmpBQiT,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:613154,613154
270CRfYljClP3lAwmpBQiL,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:613162,613162
270CRfYljClP3lAwmpBQiD,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:613170,613170
270CRfYljClP3lAwmpBQi5,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:613178,613178
270CRfYljClP3lAwmpBQjz,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:613186,613186
1i8VmiVhTBJfZn39qjfOq1,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614030,614030
1i8VmiVhTBJfZn39qjfOqO,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614039,614039
1i8VmiVhTBJfZn39qjfOqG,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614047,614047
1EoKTsrRj7Zg$T7J4aJL_S,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614697,614697
1EoKTsrRj7Zg$T7J4aJL_7,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614706,614706
1EoKTsrRj7Zg$T7J4aJL_F,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614714,614714
1EoKTsrRj7Zg$T7J4aJL$t,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614722,614722
