ElementGlobalId,IfcClass,ElementName,PropertySet,PropertyName,DataType
2jgIc0Qiv6mgnxn7VATTq$,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:609360,Identity Data,Assembly Description,str
055y9VW_9CCQ1HSDb$zt$l,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:629360,Identity Data,Assembly Description,str
3CSAfi4Zn09exUD_brFZIv,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:619857,Identity Data,Assembly Description,str
1VueUwnQjBMhnvJE48l1N1,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:631164,Identity Data,Assembly Description,str
2eGk8b7S9EYgiKcuDXjUpM,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:593775,Identity Data,Assembly Description,str
2tiCOef6X4xBs8_cxK$fCd,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:579673,Identity Data,Assembly Description,str
3N0jYBzwL4wx$15TeRgFsL,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:619023,Identity Data,Assembly Description,str
1wfdcWmo15UvE7ac1GxPHv,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:637812,Identity Data,Assembly Description,str
15uZAUeUv0ShrxXNlJxaA3,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:639268,Identity Data,Assembly Description,str
1Bt2bbQ3vCRRncVtkgKpDl,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:582471,Identity Data,Assembly Description,str
1g9OLuC_bCgfhiDAcxypBv,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:588613,Identity Data,Assembly Description,str
2WzPspHRfEKPwJyB55$NZ3,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:627583,Identity Data,Assembly Description,str
1pT7e75LjAgh6lOpeitwih,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:634178,Identity Data,Assembly Description,str
1GkzlmPcH0QOU$zSigxF93,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:611625,Identity Data,Assembly Description,str
35urAQ2xzE28F_hrP6Uoz5,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:709877,Identity Data,Assembly Description,str
3rgppDncnDT8QcOwr0I0$v,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:605711,Identity Data,Assembly Description,str
3d3f988Fn2sgSIJAsSmVpq,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640471,Identity Data,Assembly Description,str
0hZd6ulczCueM2BbNb0M6Y,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:640674,Identity Data,Assembly Description,str
3_T5bNv6XAJPJSfD_AzAgt,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:631523,Identity Data,Assembly Description,str
3qZnpD2c15qvsmjTSS$FtN,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:590342,Identity Data,Assembly Description,str
16UZHkrbbBER8X7gBpYJuw,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:592377,Identity Data,Assembly Description,str
3N0jYBzwL4wx$15TeRgFr6,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:619228,Identity Data,Assembly Description,str
1Bt2bbQ3vCRRncVtkgKpDj,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:582469,Identity Data,Assembly Description,str
0JI0reCsL3Cu2Zx6jg01Zd,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:595949,Identity Data,Assembly Description,str
1dCXlR8ejAR8SMGy_A9nbg,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:591477,Identity Data,Assembly Description,str
3jHr1vyBX8GP4OQyNAvg0C,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:615019,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVw1,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635996,Identity Data,Assembly Description,str
0J3q8r36T0QQtYHes8eEKw,IfcFlowFitting,magicirc_multi_shape_trans_001:magicirc_multi_shape_trans_001:magicirc_multi_shape_trans_001:712038,Identity Data,Assembly Description,str
28xeChsZH65xL8RpHsRPA6,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:646319,Identity Data,Assembly Description,str
2dvOhhm4X0cB3xrC6gdXI2,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:638211,Identity Data,Assembly Description,str
1PC10Oe4P98f8jZ6TNFHwo,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:632358,Identity Data,Assembly Description,str
1wfdcWmo15UvE7ac1GxPC4,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:637961,Identity Data,Assembly Description,str
2dvOhhm4X0cB3xrC6gdXNJ,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:638034,Identity Data,Assembly Description,str
3jHr1vyBX8GP4OQyNAvg3X,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:615046,Identity Data,Assembly Description,str
1g9OLuC_bCgfhiDAcxypDL,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:588521,Identity Data,Assembly Description,str
3jHr1vyBX8GP4OQyNAvg1U,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:614969,Identity Data,Assembly Description,str
31Wi8h84rAFhbjNsr8zAf7,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:585027,Identity Data,Assembly Description,str
3rgppDncnDT8QcOwr0I0$x,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:605709,Identity Data,Assembly Description,str
0oI5laBlT31ekuzqXEIq3D,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:710020,Identity Data,Assembly Description,str
1G$vhmQXn2Jvv399dvK$2N,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:612262,Identity Data,Assembly Description,str
3d3f988Fn2sgSIJAsSmVnC,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640367,Identity Data,Assembly Description,str
0JI0reCsL3Cu2Zx6jg01ZM,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:595932,Identity Data,Assembly Description,str
1pT7e75LjAgh6lOpeitwXG,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:634425,Identity Data,Assembly Description,str
01tUihcqPE_8Wptph8g7U2,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640930,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOoA,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:614149,Identity Data,Assembly Description,str
0IGipjjlvDxvBIBwCEG51Z,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:601139,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVb1,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635804,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOoX,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:614190,Identity Data,Assembly Description,str
1SoE5vbMX9Ffr5DDUaTjbS,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:604773,Identity Data,Assembly Description,str
1VueUwnQjBMhnvJE48l1Ml,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:631058,Identity Data,Assembly Description,str
2jgIc0Qiv6mgnxn7VATThR,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:609204,Identity Data,Assembly Description,str
1SoE5vbMX9Ffr5DDUaTjZ2,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:605179,Identity Data,Assembly Description,str
3S7CYugLb5EwvHuVha9Jfm,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:708752,Identity Data,Assembly Description,str
16UZHkrbbBER8X7gBpYJuz,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:592382,Identity Data,Assembly Description,str
16UZHkrbbBER8X7gBpYJur,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:592374,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVwF,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635986,Identity Data,Assembly Description,str
3Xrq1Ptmj3PvyFm$JMrtmP,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:608953,Identity Data,Assembly Description,str
2XNdKJ1v5Blv3TumHCF6tq,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:632136,Identity Data,Assembly Description,str
1GkzlmPcH0QOU$zSigxFFr,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:611487,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOvf,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:613862,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVw3,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635998,Identity Data,Assembly Description,str
1qCHgHJoHFQPmejNF2VUzO,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:745436,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOmW,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:614319,Identity Data,Assembly Description,str
16UZHkrbbBER8X7gBpYJt2,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:592385,Identity Data,Assembly Description,str
0JI0reCsL3Cu2Zx6jg01Tb,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:596079,Identity Data,Assembly Description,str
3CSAfi4Zn09exUD_brFZIx,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:619859,Identity Data,Assembly Description,str
2XNdKJ1v5Blv3TumHCF6qy,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:632192,Identity Data,Assembly Description,str
2jgIc0Qiv6mgnxn7VATTqL,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:609402,Identity Data,Assembly Description,str
2tiCOef6X4xBs8_cxK$fCS,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:579682,Identity Data,Assembly Description,str
2jgIc0Qiv6mgnxn7VATTnr,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:609562,Identity Data,Assembly Description,str
2dvOhhm4X0cB3xrC6gdXNk,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:638063,Identity Data,Assembly Description,str
3Pit05g8D5sh3Tul5sFe6r,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:734113,Identity Data,Assembly Description,str
15uZAUeUv0ShrxXNlJxaAF,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:639272,Identity Data,Assembly Description,str
0JI0reCsL3Cu2Zx6jg01KW,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:596522,Identity Data,Assembly Description,str
3R7vfnWVP1sAO5n1HY8oNE,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:607591,Identity Data,Assembly Description,str
28X4$1gVDBGfu7a2bfE8_R,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:616958,Identity Data,Assembly Description,str
15uZAUeUv0ShrxXNlJxaDY,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:639173,Identity Data,Assembly Description,str
2jgIc0Qiv6mgnxn7VATTqX,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:609358,Identity Data,Assembly Description,str
1qCHgHJoHFQPmejNF2VU$X,IfcFlowFitting,M_Elbow - Generic:Standard:Standard:745317,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOmc,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:614313,Identity Data,Assembly Description,str
0IGipjjlvDxvBIBwCEG51J,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:601091,Identity Data,Assembly Description,str
35XeZ$id57SwwoNzWGXqt4,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:637660,Identity Data,Assembly Description,str
1LjmpuUJ9En9lEdvTLiR1c,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:618248,Identity Data,Assembly Description,str
3QEcR9eXrD3h9oSa2GYL_y,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:603968,Identity Data,Assembly Description,str
0LQbRbb356ZPPjnWfNLEIR,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:578342,Identity Data,Assembly Description,str
15uZAUeUv0ShrxXNlJxaA1,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:639270,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOmd,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:614312,Identity Data,Assembly Description,str
1G$vhmQXn2Jvv399dvK$23,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:612274,Identity Data,Assembly Description,str
0LQbRbb356ZPPjnWfNLEI7,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:578362,Identity Data,Assembly Description,str
3R7vfnWVP1sAO5n1HY8oKY,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:607627,Identity Data,Assembly Description,str
2jgIc0Qiv6mgnxn7VATTqz,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:609362,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVbY,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635839,Identity Data,Assembly Description,str
3d3f988Fn2sgSIJAsSmVpW,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640451,Identity Data,Assembly Description,str
0JI0reCsL3Cu2Zx6jg01Ki,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:596518,Identity Data,Assembly Description,str
0IGipjjlvDxvBIBwCEG5L7,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:600343,Identity Data,Assembly Description,str
0hZd6ulczCueM2BbNb0M6K,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640660,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVcd,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635770,Identity Data,Assembly Description,str
16UZHkrbbBER8X7gBpYJux,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:592376,Identity Data,Assembly Description,str
3S7CYugLb5EwvHuVha9JfB,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:708779,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVw5,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635992,Identity Data,Assembly Description,str
055y9VW_9CCQ1HSDb$zt_r,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:629290,Identity Data,Assembly Description,str
3QEcR9eXrD3h9oSa2GYL_r,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:603977,Identity Data,Assembly Description,str
2Ib0b0DrX7NgPFxrhA8IPR,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:585511,Identity Data,Assembly Description,str
2zJ_TZ$gvEh9X4OTV4V5Y4,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:604361,Identity Data,Assembly Description,str
2jgIc0Qiv6mgnxn7VATTqb,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:609354,Identity Data,Assembly Description,str
1wfdcWmo15UvE7ac1GxPCE,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:637955,Identity Data,Assembly Description,str
0hZd6ulczCueM2BbNb0M6a,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640676,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOvd,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:613864,Identity Data,Assembly Description,str
15uZAUeUv0ShrxXNlJxaF1,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:639078,Identity Data,Assembly Description,str
28X4$1gVDBGfu7a2bfE8$_,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:616859,Identity Data,Assembly Description,str
3rgppDncnDT8QcOwr0I0$z,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:605707,Identity Data,Assembly Description,str
28xeChsZH65xL8RpHsRPDY,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:646475,Identity Data,Assembly Description,str
1xQxjqdub1F9Zkcf7hNaXV,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:587394,Identity Data,Assembly Description,str
15uZAUeUv0ShrxXNlJxaDm,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:639191,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOmZ,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:614316,Identity Data,Assembly Description,str
3N0jYBzwL4wx$15TeRgFtp,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:619113,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVxT,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635904,Identity Data,Assembly Description,str
0JI0reCsL3Cu2Zx6jg01Sd,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:596013,Identity Data,Assembly Description,str
2tiCOef6X4xBs8_cxK$fCV,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:579681,Identity Data,Assembly Description,str
1SoE5vbMX9Ffr5DDUaTjWG,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:604969,Identity Data,Assembly Description,str
3R7vfnWVP1sAO5n1HY8oSO,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:608177,Identity Data,Assembly Description,str
3N0jYBzwL4wx$15TeRgFro,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:619240,Identity Data,Assembly Description,str
2XNdKJ1v5Blv3TumHCF6sN,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:632107,Identity Data,Assembly Description,str
0V20ONpdL1jQaqL277GHrW,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:629014,Identity Data,Assembly Description,str
0JI0reCsL3Cu2Zx6jg01KY,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:596520,Identity Data,Assembly Description,str
1VueUwnQjBMhnvJE48l1M7,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:631098,Identity Data,Assembly Description,str
0JI0reCsL3Cu2Zx6jg01Sx,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:596017,Identity Data,Assembly Description,str
01tUihcqPE_8Wptph8g7QF,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640687,Identity Data,Assembly Description,str
1wfdcWmo15UvE7ac1GxPCA,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:637959,Identity Data,Assembly Description,str
3CSAfi4Zn09exUD_brFZG0,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:620008,Identity Data,Assembly Description,str
3QEcR9eXrD3h9oSa2GYL$v,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:603909,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOs8,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:613895,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVx3,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635934,Identity Data,Assembly Description,str
1dCXlR8ejAR8SMGy_A9naW,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:591423,Identity Data,Assembly Description,str
1YDl3OXPT4SQGwqnRBMS$K,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:604657,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVvV,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:636034,Identity Data,Assembly Description,str
3drU2IqjPEShx5e9vnjKLX,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:608288,Identity Data,Assembly Description,str
3rgppDncnDT8QcOwr0I0$d,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:605713,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVwm,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:636013,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOpN,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:614232,Identity Data,Assembly Description,str
3S7CYugLb5EwvHuVha9Jfy,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:708764,Identity Data,Assembly Description,str
1YDl3OXPT4SQGwqnRBMS_E,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:604587,Identity Data,Assembly Description,str
3QEcR9eXrD3h9oSa2GYL_T,IfcFlowFitting,M_Rectangular Transition - Angle:45 Degree:45 Degree:604001,Identity Data,Assembly Description,str
0JI0reCsL3Cu2Zx6jg01Sb,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:596015,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOmX,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:614318,Identity Data,Assembly Description,str
3N0jYBzwL4wx$15TeRgFtI,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:619080,Identity Data,Assembly Description,str
2zJ_TZ$gvEh9X4OTV4V5Um,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:604157,Identity Data,Assembly Description,str
2XNdKJ1v5Blv3TumHCF6tY,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:632158,Identity Data,Assembly Description,str
2Ib0b0DrX7NgPFxrhA8IPP,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:585509,Identity Data,Assembly Description,str
1i8VmiVhTBJfZn39qjfOma,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:614315,Identity Data,Assembly Description,str
3R7vfnWVP1sAO5n1HY8oSL,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:608188,Identity Data,Assembly Description,str
3d3f988Fn2sgSIJAsSmVol,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640396,Identity Data,Assembly Description,str
2Ib0b0DrX7NgPFxrhA8IOm,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:585548,Identity Data,Assembly Description,str
0hZd6ulczCueM2BbNb0M6M,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640662,Identity Data,Assembly Description,str
3R7vfnWVP1sAO5n1HY8oQh,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:607746,Identity Data,Assembly Description,str
3R7vfnWVP1sAO5n1HY8oQI,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:607803,Identity Data,Assembly Description,str
3QEcR9eXrD3h9oSa2GYL$q,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:603912,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVwB,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:635990,Identity Data,Assembly Description,str
3QEcR9eXrD3h9oSa2GYL$r,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:603913,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVvB,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:636054,Identity Data,Assembly Description,str
3QEcR9eXrD3h9oSa2GYL$w,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:603910,Identity Data,Assembly Description,str
3R7vfnWVP1sAO5n1HY8oQj,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:607748,Identity Data,Assembly Description,str
01tUihcqPE_8Wptph8g7Rn,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:640721,Identity Data,Assembly Description,str
3Xrq1Ptmj3PvyFm$JMrt_6,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:608550,Identity Data,Assembly Description,str
1YDl3OXPT4SQGwqnRBMSmd,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:604674,Identity Data,Assembly Description,str
3Xrq1Ptmj3PvyFm$JMrtym,IfcFlowFitting,M_Round Transition - Angle:45 Degree:45 Degree:608656,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVuC,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:636113,Identity Data,Assembly Description,str
3QEcR9eXrD3h9oSa2GYL_e,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:603988,Identity Data,Assembly Description,str
2GNFiIY7PF$9tCs_U_rVvp,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:636078,Identity Data,Assembly Description,str
3QEcR9eXrD3h9oSa2GYL$f,IfcFlowFitting,M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:603925,Identity Data,Assembly Description,str
2z5qu57LTEJxG43DMN4arQ,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:605420,Identity Data,Assembly Description,str
2tiCOef6X4xBs8_cxK$f6a,IfcFlowFitting,M_Rectangular Elbow - Mitered:Standard:Standard:580314,Identity Data,Assembly Description,str
3jHr1vyBX8GP4OQyNAvg0Y,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:614981,Identity Data,Assembly Description,str
3CSAfi4Zn09exUD_brFZTm,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:620184,Identity Data,Assembly Description,str
0U5Ew4sirE$O2S1s$sieFM,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:577224,Identity Data,Assembly Description,str
0LQbRbb356ZPPjnWfNLEJt,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:578378,Identity Data,Assembly Description,str
