ElementGlobalId,IfcClass,ElementName,PropertySet,PropertyName,DataType
1i8VmiVhTBJfZn39qjfOs3,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:613900,Mechanical,System Abbreviation,str
1xQxjqdub1F9Zkcf7hNaZ6,IfcFlowFitting,M_Rectangular Tee:Standard:Standard:587291,Mechanical,System Abbreviation,str
3CSAfi4Zn09exUD_brFZRA,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:620322,Mechanical,System Abbreviation,str
2W0XEqd_PDsPFiSACxmBEb,IfcFlowFitting,M_Rectangular Elbow - Mitered:Standard:Standard:602175,Mechanical,System Abbreviation,str
3CSAfi4Zn09exUD_brFZUE,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:620134,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMOB,IfcFlowFitting,M_Rectangular Elbow - Radius:1.5 W:1.5 W:609927,Mechanical,System Abbreviation,str
3oIxNfHLz43RKbF1JGc7V0,IfcFlowFitting,M_Rectangular Elbow - Radius:1.5 W:1.5 W:747745,Mechanical,System Abbreviation,str
34PDZewEr6kegqCLORQN11,IfcFlowFitting,M_Rectangular Elbow - Radius:1.5 W:1.5 W:614515,Mechanical,System Abbreviation,str
3N0jYBzwL4wx$15TeRgFsQ,IfcFlowFitting,M_Rectangular Tee:Standard:Standard:619008,Mechanical,System Abbreviation,str
0Y7ffgm51ChP1MHnHpBZFZ,IfcFlowFitting,M_Rectangular Elbow - Radius:1.5 W:1.5 W:606879,Mechanical,System Abbreviation,str
3jHr1vyBX8GP4OQyNAvg4F,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:615272,Mechanical,System Abbreviation,str
3CSAfi4Zn09exUD_brFZUn,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:620121,Mechanical,System Abbreviation,str
3a2ZesuUv1LByxghdI8VrV,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:577021,Mechanical,System Abbreviation,str
0sRgNlVwn0AvLCBk95r$OT,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:633320,Mechanical,System Abbreviation,str
31Wi8h84rAFhbjNsr8zAif,IfcFlowFitting,M_Rectangular Elbow - Mitered:Standard:Standard:584749,Mechanical,System Abbreviation,str
2qwqb_HL9EKO1kbOFaSgDQ,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:577934,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6qH,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:632237,Mechanical,System Abbreviation,str
0JI0reCsL3Cu2Zx6jg01Rf,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:596451,Mechanical,System Abbreviation,str
2uLsSqMUn7Quewr1qsVRtn,IfcFlowFitting,M_Round Takeoff:Standard:Standard:637038,Mechanical,System Abbreviation,str
0qWBJGWWnEafrxFae40chg,IfcFlowFitting,M_Round Takeoff:Standard:Standard:594850,Mechanical,System Abbreviation,str
3t7zDbkZn2keDvQhH_ZnN3,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:718691,Mechanical,System Abbreviation,str
32K4MmAXfD$9t1_ByHsQ9S,IfcFlowFitting,M_Round Takeoff:Standard:Standard:595130,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1abv,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:606015,Mechanical,System Abbreviation,str
23z4C8XmPFJfvM1VkVYjay,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:718285,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMLI,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:609758,Mechanical,System Abbreviation,str
0xRvsonrf2sAjqECooHOXV,IfcFlowFitting,M_Round Takeoff:Standard:Standard:714733,Mechanical,System Abbreviation,str
0Uk_0$329EPPWa7jxMy2Ml,IfcFlowFitting,M_Round Takeoff:Standard:Standard:610765,Mechanical,System Abbreviation,str
3Q25eoa7vEGxpQsSHVVMJm,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:628696,Mechanical,System Abbreviation,str
0wzIuvhS5FcvYR2qwUq59_,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:627208,Mechanical,System Abbreviation,str
2eGk8b7S9EYgiKcuDXjUz3,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:593146,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTML4,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:609736,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFFt,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:611485,Mechanical,System Abbreviation,str
0KW0HXo21AexnuTlk1fk60,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:643300,Mechanical,System Abbreviation,str
1SoE5vbMX9Ffr5DDUaTjXA,IfcFlowFitting,M_Round Takeoff:Standard:Standard:605043,Mechanical,System Abbreviation,str
2WzPspHRfEKPwJyB55$NzY,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:627934,Mechanical,System Abbreviation,str
15uZAUeUv0ShrxXNlJxa4H,IfcFlowFitting,M_Round Takeoff:Standard:Standard:639670,Mechanical,System Abbreviation,str
0xRvsonrf2sAjqECooHOR9,IfcFlowFitting,M_Round Takeoff:Standard:Standard:715131,Mechanical,System Abbreviation,str
0MHK9TBrLF1fYBwR70GZ_Q,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:582950,Mechanical,System Abbreviation,str
2jgIc0Qiv6mgnxn7VATTsJ,IfcFlowFitting,M_Round Takeoff:Standard:Standard:609532,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMQm,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:609852,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKp9C,IfcFlowFitting,M_Round Endcap:Standard:Standard:582244,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1acX,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:606183,Mechanical,System Abbreviation,str
1_al5DaEX3mhyXw6WHitDz,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:642833,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFHV,IfcFlowFitting,M_Round Takeoff:Standard:Standard:611125,Mechanical,System Abbreviation,str
05i9lTwsj4PAorrUMbjpYW,IfcFlowFitting,M_Round Takeoff:Standard:Standard:715324,Mechanical,System Abbreviation,str
28YHm_uEPF$w9_7O_8K26Z,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:723225,Mechanical,System Abbreviation,str
2BvSTJeZT91hJ39lAkGi6f,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:624960,Mechanical,System Abbreviation,str
3t7zDbkZn2keDvQhH_ZnX4,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:719588,Mechanical,System Abbreviation,str
2Ib0b0DrX7NgPFxrhA8Ja3,IfcFlowFitting,M_Round Takeoff:Standard:Standard:585855,Mechanical,System Abbreviation,str
3rgppDncnDT8QcOwr0I0$_,IfcFlowFitting,M_Round Takeoff:Standard:Standard:605704,Mechanical,System Abbreviation,str
2Y3VevX_X0qh8KQkL229Ky,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:612742,Mechanical,System Abbreviation,str
1nJ$eNo3P3bPkcbJTdXIba,IfcFlowFitting,M_Round Takeoff:Standard:Standard:586899,Mechanical,System Abbreviation,str
23z4C8XmPFJfvM1VkVYjgM,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:718439,Mechanical,System Abbreviation,str
3547Jr3Fv4nhhHWHMCoXdS,IfcFlowFitting,M_Round Takeoff:Standard:Standard:633542,Mechanical,System Abbreviation,str
1vcLKliHD66R66dMS0pvZE,IfcFlowFitting,M_Round Takeoff:Standard:Standard:578739,Mechanical,System Abbreviation,str
2PY_k_9jPADhoS4eYctZtT,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:624643,Mechanical,System Abbreviation,str
3Q25eoa7vEGxpQsSHVVMIe,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:628608,Mechanical,System Abbreviation,str
3rgppDncnDT8QcOwr0I0my,IfcFlowFitting,M_Round Takeoff:Standard:Standard:605642,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKp4i,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:581892,Mechanical,System Abbreviation,str
31Wi8h84rAFhbjNsr8zAl_,IfcFlowFitting,M_Round Takeoff:Standard:Standard:584954,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$zt_t,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:629288,Mechanical,System Abbreviation,str
2APLVywBjFiBdr7tJLzvjh,IfcFlowFitting,M_Round Takeoff:Standard:Standard:610055,Mechanical,System Abbreviation,str
3a2ZesuUv1LByxghdI8Vxj,IfcFlowFitting,M_Round Takeoff:Standard:Standard:577103,Mechanical,System Abbreviation,str
3R7vfnWVP1sAO5n1HY8oNU,IfcFlowFitting,M_Round Takeoff:Standard:Standard:607607,Mechanical,System Abbreviation,str
3kD1gFmCrBdPaUKrQLRMSj,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:723933,Mechanical,System Abbreviation,str
15uZAUeUv0ShrxXNlJxa8Q,IfcFlowFitting,M_Round Takeoff:Standard:Standard:639421,Mechanical,System Abbreviation,str
2Ib0b0DrX7NgPFxrhA8JdB,IfcFlowFitting,M_Round Takeoff:Standard:Standard:585911,Mechanical,System Abbreviation,str
2BvSTJeZT91hJ39lAkGi2z,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:624724,Mechanical,System Abbreviation,str
1_al5DaEX3mhyXw6WHitD7,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:642859,Mechanical,System Abbreviation,str
0mjxEKeMH9bgLgZuVgSNnr,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:628431,Mechanical,System Abbreviation,str
31Wi8h84rAFhbjNsr8zAet,IfcFlowFitting,M_Round Takeoff:Standard:Standard:585011,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$ztzy,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:629475,Mechanical,System Abbreviation,str
06gLECDe51gfJB1pC0GhvI,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:638912,Mechanical,System Abbreviation,str
3AmG2Hn4HB1OeFV1EZv74W,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:645670,Mechanical,System Abbreviation,str
0KW0HXo21AexnuTlk1fkC0,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:643684,Mechanical,System Abbreviation,str
2Mv1q$G1j4CB2g4fDYk$j8,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:643945,Mechanical,System Abbreviation,str
2BvSTJeZT91hJ39lAkGi7U,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:624951,Mechanical,System Abbreviation,str
3a2ZesuUv1LByxghdI8VqR,IfcFlowFitting,M_Round Takeoff:Standard:Standard:576953,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFEQ,IfcFlowFitting,M_Round Takeoff:Standard:Standard:611568,Mechanical,System Abbreviation,str
2eGk8b7S9EYgiKcuDXjV95,IfcFlowFitting,M_Round Takeoff:Standard:Standard:594428,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFNd,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:610957,Mechanical,System Abbreviation,str
1dF7LdRnr4QfzF9Nkd9f0S,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:716322,Mechanical,System Abbreviation,str
2WzPspHRfEKPwJyB55$NZv,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:627525,Mechanical,System Abbreviation,str
0Uk_0$329EPPWa7jxMy2Kt,IfcFlowFitting,M_Round Takeoff:Standard:Standard:610645,Mechanical,System Abbreviation,str
3rgppDncnDT8QcOwr0I0oF,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:605561,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1ab5,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:605955,Mechanical,System Abbreviation,str
2jgIc0Qiv6mgnxn7VATTrH,IfcFlowFitting,M_Round Takeoff:Standard:Standard:609342,Mechanical,System Abbreviation,str
0U5Ew4sirE$O2S1s$sieFT,IfcFlowFitting,M_Round Takeoff:Standard:Standard:577219,Mechanical,System Abbreviation,str
2tiCOef6X4xBs8_cxK$fCp,IfcFlowFitting,M_Round Takeoff:Standard:Standard:579661,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKp8a,IfcFlowFitting,M_Round Takeoff:Standard:Standard:582156,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMLO,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:609748,Mechanical,System Abbreviation,str
3rgppDncnDT8QcOwr0I0mS,IfcFlowFitting,M_Round Takeoff:Standard:Standard:605674,Mechanical,System Abbreviation,str
0sRgNlVwn0AvLCBk95r$PM,IfcFlowFitting,M_Round Takeoff:Standard:Standard:633251,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFJ3,IfcFlowFitting,M_Round Takeoff:Standard:Standard:611241,Mechanical,System Abbreviation,str
1vcLKliHD66R66dMS0pvZP,IfcFlowFitting,M_Round Takeoff:Standard:Standard:578724,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKpCk,IfcFlowFitting,M_Round Takeoff:Standard:Standard:582406,Mechanical,System Abbreviation,str
2Ib0b0DrX7NgPFxrhA8JaG,IfcFlowFitting,M_Round Takeoff:Standard:Standard:585836,Mechanical,System Abbreviation,str
2Ib0b0DrX7NgPFxrhA8JcC,IfcFlowFitting,M_Round Takeoff:Standard:Standard:585968,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKp8E,IfcFlowFitting,M_Round Takeoff:Standard:Standard:582182,Mechanical,System Abbreviation,str
1vcLKliHD66R66dMS0pvZ$,IfcFlowFitting,M_Round Takeoff:Standard:Standard:578690,Mechanical,System Abbreviation,str
2Ib0b0DrX7NgPFxrhA8JdY,IfcFlowFitting,M_Round Takeoff:Standard:Standard:585886,Mechanical,System Abbreviation,str
2jgIc0Qiv6mgnxn7VATTtT,IfcFlowFitting,M_Round Takeoff:Standard:Standard:609458,Mechanical,System Abbreviation,str
2jgIc0Qiv6mgnxn7VATTsw,IfcFlowFitting,M_Round Takeoff:Standard:Standard:609493,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKpB7,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:582383,Mechanical,System Abbreviation,str
2tiCOef6X4xBs8_cxK$f6T,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:580323,Mechanical,System Abbreviation,str
2tiCOef6X4xBs8_cxK$f6f,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:580311,Mechanical,System Abbreviation,str
2tiCOef6X4xBs8_cxK$fDP,IfcFlowFitting,M_Round Takeoff:Standard:Standard:579623,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMRr,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:609913,Mechanical,System Abbreviation,str
28YHm_uEPF$w9_7O_8K22i,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:722966,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1aZX,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:605863,Mechanical,System Abbreviation,str
3Q25eoa7vEGxpQsSHVVMHP,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:628593,Mechanical,System Abbreviation,str
2Ib0b0DrX7NgPFxrhA8IOg,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:585558,Mechanical,System Abbreviation,str
0Uk_0$329EPPWa7jxMy2KZ,IfcFlowFitting,M_Round Takeoff:Standard:Standard:610625,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$ztwe,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:629559,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKp6F,IfcFlowFitting,M_Round Takeoff:Standard:Standard:582055,Mechanical,System Abbreviation,str
1vcLKliHD66R66dMS0pvWW,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:578653,Mechanical,System Abbreviation,str
1dF7LdRnr4QfzF9Nkd9f5n,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:716623,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKp4Q,IfcFlowFitting,M_Round Elbow:1.5 D:1.5 D:581938,Mechanical,System Abbreviation,str
31Wi8h84rAFhbjNsr8zAfK,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:585040,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$ztut,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:629672,Mechanical,System Abbreviation,str
0LQbRbb356ZPPjnWfNLEJx,IfcFlowFitting,M_Round Takeoff:Standard:Standard:578374,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFMD,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:611047,Mechanical,System Abbreviation,str
2Mv1q$G1j4CB2g4fDYk$jP,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:643960,Mechanical,System Abbreviation,str
0LQbRbb356ZPPjnWfNLEIA,IfcFlowFitting,M_Round Takeoff:Standard:Standard:578359,Mechanical,System Abbreviation,str
2tiCOef6X4xBs8_cxK$fo8,IfcFlowFitting,M_Round Takeoff:Standard:Standard:579574,Mechanical,System Abbreviation,str
31Wi8h84rAFhbjNsr8zAf5,IfcFlowFitting,M_Round Takeoff:Standard:Standard:585025,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKp7g,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:582082,Mechanical,System Abbreviation,str
2tiCOef6X4xBs8_cxK$fDq,IfcFlowFitting,M_Round Takeoff:Standard:Standard:579594,Mechanical,System Abbreviation,str
3rgppDncnDT8QcOwr0I0n$,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:605577,Mechanical,System Abbreviation,str
1Bt2bbQ3vCRRncVtkgKp8T,IfcFlowFitting,M_Round Takeoff:Standard:Standard:582197,Mechanical,System Abbreviation,str
2tiCOef6X4xBs8_cxK$fD6,IfcFlowFitting,M_Round Takeoff:Standard:Standard:579640,Mechanical,System Abbreviation,str
2Ib0b0DrX7NgPFxrhA8Jbv,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:585733,Mechanical,System Abbreviation,str
0LQbRbb356ZPPjnWfNLEIY,IfcFlowFitting,M_Round Takeoff:Standard:Standard:578335,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$ztvK,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:629707,Mechanical,System Abbreviation,str
2Ib0b0DrX7NgPFxrhA8IQ6,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:585722,Mechanical,System Abbreviation,str
2Mv1q$G1j4CB2g4fDYk$qL,IfcFlowFitting,M_Rectangular Union:Standard:Standard:644404,Mechanical,System Abbreviation,str
0sRgNlVwn0AvLCBk95r$Pc,IfcFlowFitting,M_Round Takeoff:Standard:Standard:633235,Mechanical,System Abbreviation,str
20zDumhCHBwBcFLOC5A4bf,IfcFlowFitting,M_Round Takeoff:Standard:Standard:637141,Mechanical,System Abbreviation,str
23z4C8XmPFJfvM1VkVYjgj,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:718428,Mechanical,System Abbreviation,str
28X4$1gVDBGfu7a2bfE8n5,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:616992,Mechanical,System Abbreviation,str
3jHr1vyBX8GP4OQyNAvgIp,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:616148,Mechanical,System Abbreviation,str
0xRvsonrf2sAjqECooHOTh,IfcFlowFitting,M_Round Takeoff:Standard:Standard:714969,Mechanical,System Abbreviation,str
270CRfYljClP3lAwmpBQga,IfcFlowFitting,M_Round Takeoff:Standard:Standard:613019,Mechanical,System Abbreviation,str
2z5qu57LTEJxG43DMN4asG,IfcFlowFitting,M_Round Takeoff:Standard:Standard:605222,Mechanical,System Abbreviation,str
2uLsSqMUn7Quewr1qsVRFT,IfcFlowFitting,M_Round Takeoff:Standard:Standard:636482,Mechanical,System Abbreviation,str
32K4MmAXfD$9t1_ByHsQ5c,IfcFlowFitting,M_Round Takeoff:Standard:Standard:595840,Mechanical,System Abbreviation,str
1sY7J323HEgRSDB6KISyjd,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:641769,Mechanical,System Abbreviation,str
3jHr1vyBX8GP4OQyNAvgLl,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:616200,Mechanical,System Abbreviation,str
1LjmpuUJ9En9lEdvTLiRJ6,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:617384,Mechanical,System Abbreviation,str
0IGipjjlvDxvBIBwCEG5Ip,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:600291,Mechanical,System Abbreviation,str
3kD1gFmCrBdPaUKrQLRNtg,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:725274,Mechanical,System Abbreviation,str
0xRvsonrf2sAjqECooHOQS,IfcFlowFitting,M_Round Takeoff:Standard:Standard:715054,Mechanical,System Abbreviation,str
3CSAfi4Zn09exUD_brFZGE,IfcFlowFitting,M_Round Takeoff:Standard:Standard:620006,Mechanical,System Abbreviation,str
3a2ZesuUv1LByxghdI8VtS,IfcFlowFitting,M_Round Takeoff:Standard:Standard:576894,Mechanical,System Abbreviation,str
3t7zDbkZn2keDvQhH_ZnXq,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:719572,Mechanical,System Abbreviation,str
0XMA$gDbrFHg1ouiPyqRvw,IfcFlowFitting,M_Round Takeoff:Standard:Standard:626664,Mechanical,System Abbreviation,str
05i9lTwsj4PAorrUMbjpY0,IfcFlowFitting,M_Round Takeoff:Standard:Standard:715292,Mechanical,System Abbreviation,str
1pT7e75LjAgh6lOpeitwYb,IfcFlowFitting,M_Round Takeoff:Standard:Standard:634572,Mechanical,System Abbreviation,str
3jHr1vyBX8GP4OQyNAvg7p,IfcFlowFitting,M_Round Takeoff:Standard:Standard:615316,Mechanical,System Abbreviation,str
327Nxi0Ef7nOVNqV7vBRy8,IfcFlowFitting,M_Round Takeoff:Standard:Standard:621566,Mechanical,System Abbreviation,str
3a2ZesuUv1LByxghdI8Vqz,IfcFlowFitting,M_Round Takeoff:Standard:Standard:576927,Mechanical,System Abbreviation,str
3PsgCtzZ18uBzRwpV9IJSY,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:726738,Mechanical,System Abbreviation,str
1dCXlR8ejAR8SMGy_A9nde,IfcFlowFitting,M_Round Takeoff:Standard:Standard:591607,Mechanical,System Abbreviation,str
1pT7e75LjAgh6lOpeitwr9,IfcFlowFitting,M_Round Takeoff:Standard:Standard:633632,Mechanical,System Abbreviation,str
3Ek3SinRTCiRRT510INx$W,IfcFlowFitting,M_Round Takeoff:Standard:Standard:588893,Mechanical,System Abbreviation,str
28xeChsZH65xL8RpHsRPLo,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:645979,Mechanical,System Abbreviation,str
0IGipjjlvDxvBIBwCEG51L,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:601093,Mechanical,System Abbreviation,str
1o9xg7659EAwIy114fX_fS,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:597379,Mechanical,System Abbreviation,str
1o9xg7659EAwIy114fX_XW,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:597951,Mechanical,System Abbreviation,str
3PsgCtzZ18uBzRwpV9IJbe,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:727192,Mechanical,System Abbreviation,str
327Nxi0Ef7nOVNqV7vBRyo,IfcFlowFitting,M_Round Takeoff:Standard:Standard:621508,Mechanical,System Abbreviation,str
1G$vhmQXn2Jvv399dvK$uZ,IfcFlowFitting,M_Round Takeoff:Standard:Standard:612626,Mechanical,System Abbreviation,str
34PDZewEr6kegqCLORQN2e,IfcFlowFitting,M_Round Takeoff:Standard:Standard:614554,Mechanical,System Abbreviation,str
0IGipjjlvDxvBIBwCEG51n,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:601121,Mechanical,System Abbreviation,str
1i8VmiVhTBJfZn39qjfOps,IfcFlowFitting,M_Round Takeoff:Standard:Standard:614265,Mechanical,System Abbreviation,str
3qZnpD2c15qvsmjTSS$Fnb,IfcFlowFitting,M_Round Takeoff:Standard:Standard:590772,Mechanical,System Abbreviation,str
3AmG2Hn4HB1OeFV1EZv7Er,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:645299,Mechanical,System Abbreviation,str
0XMA$gDbrFHg1ouiPyqRvL,IfcFlowFitting,M_Round Takeoff:Standard:Standard:626631,Mechanical,System Abbreviation,str
3FD25pQh93iwhuv3DUYilg,IfcFlowFitting,M_Round Takeoff:Standard:Standard:589217,Mechanical,System Abbreviation,str
3CSAfi4Zn09exUD_brFZT4,IfcFlowFitting,M_Round Takeoff:Standard:Standard:620204,Mechanical,System Abbreviation,str
0sRgNlVwn0AvLCBk95r$VG,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:632869,Mechanical,System Abbreviation,str
3H7QHoW7P1Tfsfo7uGKMwU,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:625114,Mechanical,System Abbreviation,str
3547Jr3Fv4nhhHWHMCoXdz,IfcFlowFitting,M_Round Takeoff:Standard:Standard:633575,Mechanical,System Abbreviation,str
1_al5DaEX3mhyXw6WHitDR,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:642871,Mechanical,System Abbreviation,str
2uLsSqMUn7Quewr1qsVRCm,IfcFlowFitting,M_Round Takeoff:Standard:Standard:636591,Mechanical,System Abbreviation,str
0xRvsonrf2sAjqECooHOO4,IfcFlowFitting,M_Round Takeoff:Standard:Standard:715190,Mechanical,System Abbreviation,str
3PsgCtzZ18uBzRwpV9IJbS,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:727212,Mechanical,System Abbreviation,str
05i9lTwsj4PAorrUMbjpYG,IfcFlowFitting,M_Round Takeoff:Standard:Standard:715276,Mechanical,System Abbreviation,str
1g9OLuC_bCgfhiDAcxypAA,IfcFlowFitting,M_Round Takeoff:Standard:Standard:588598,Mechanical,System Abbreviation,str
1o9xg7659EAwIy114fX_gi,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:597363,Mechanical,System Abbreviation,str
1o9xg7659EAwIy114fX_iW,IfcFlowFitting,M_Rectangular Endcap:Standard:Standard:597247,Mechanical,System Abbreviation,str
3FD25pQh93iwhuv3DUYigo,IfcFlowFitting,M_Round Takeoff:Standard:Standard:589049,Mechanical,System Abbreviation,str
3AmG2Hn4HB1OeFV1EZv75O,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:645726,Mechanical,System Abbreviation,str
3t7zDbkZn2keDvQhH_Znb$,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:719839,Mechanical,System Abbreviation,str
0hZd6ulczCueM2BbNb0M5q,IfcFlowFitting,M_Round Takeoff:Standard:Standard:640628,Mechanical,System Abbreviation,str
2W0XEqd_PDsPFiSACxmB6a,IfcFlowFitting,M_Rectangular Takeoff:Standard:Standard:602686,Mechanical,System Abbreviation,str
1SoE5vbMX9Ffr5DDUaTjY9,IfcFlowFitting,M_Round Takeoff:Standard:Standard:605104,Mechanical,System Abbreviation,str
